Retailer,Product ID,Title,Brand,Count,Size,Color,Grade,Organic,Housing,Covered ZIPs,Covered Stores,Min Price,Avg Price,Max Price,Offer Rows,Priced Rows,URL
Amazon,B0BV2GLRTM,"Weis Quality, Eggs Grade A Large Dozen, 12 Count",Unknown,12,Large,Unknown,A,false,Cage-Free,3,0,1.94,1.9400000000000002,1.94,3,3,https://www.amazon.com/Weis-Quality-Grade-Large-Dozen/dp/B0BV2GLRTM/ref=sr_1_4_us_f3_0o_weis?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.sWOXC3uTWiJLSH3i2GzK_k6igQUhOrMvuH5w39bfW3PqzO8EHSM4EIkul9Eot5hAzMWx3GxiRCKWl77gnl7U8iLfvmd9o3b4odcpS-A85Y2FV4qauhAF3pnn8yawX6aV7MoDj7W0LlCYO3Cg5fWjJbTv56Dv6vcINt3FYWNeJya65CNcNaKbhEsUkQW3EBpRTFv22bGjtyiL68rurJKrRm-aTBMsKas5VhfInRNk1ZQ.MIrxVx89YuZAeqSQH87WJMI1CzPmXJkP46qY3VZrhSM&dib_tag=se&keywords=fresh+eggs&qid=1785733562&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-4
Amazon,B0BV2GK1D2,"Weis Quality, Eggs Grade A Large, 18 Count, 18 Count",Unknown,18,Large,Unknown,A,false,Cage-Free,3,0,2.86,2.86,2.86,3,3,https://www.amazon.com/Weis-Quality-Grade-Large-Count/dp/B0BV2GK1D2/ref=sr_1_2_us_f3_0o_weis?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.Xuz0necIYIOQcCSqYLTbvNXwhQnIuwamZm39s_E1gpA3WCKp5W6N5oyDqKqxeLDeA31mR4no9308O1N21DNT5a6aqYlM_3888TXekkGscyPsS3F2sH2mTW2R6YWW-jy6yCPfI1JbGIhDCtM9nUPrkHIVxjU7nodUhagPaEkXF-01s1klbbCZ04EWQOhsq3dMYuAV3Xa0aEhnbGUptEUIgStBZH3wVNOTF6g7dRvJBeI.bi_BPdwbgCOPM8ftp8ilZf2dRtKjdcxpc5JM9B8z3Tw&dib_tag=se&keywords=fresh+eggs&qid=1785733591&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-2
Amazon,B0DS2R571W,"Whole Foods Market Pasture Large Brown Grade A Eggs 18 Count, 18 CT",Unknown,18,Large,Brown,A,false,Conventional/Unspecified,3,0,8.49,9.156666666666666,10.49,3,3,https://www.amazon.com/Whole-Foods-Market-Pasture-Large/dp/B0DS2R571W/ref=sr_1_11_us_f3_0o_wf?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.l9tkwPiB4dke7lEUKym66TOhx3nv7dexGwRkacUPQDCPoHUVszF-PNPBFPBRkxRiLd1rLqcJde-XfLhinLlD1qXlGO13GBmBSkqPtyl7aTSrv8d4nvYSUDu0GJw6ll0X_ssue0iJ3usaIynXNeztn9tkFarKUmItnxohSgaaA4yWVeez_zhHB1Uq43yM2yzx8nFeqSxa1lzC50Ueg3tNdNXgCo9Jql8x7cJk0Puyf2k.r3hWop_Sgm3ayExvloFSTLErQyuRehWj8yEMdo4c6Aw&dib_tag=se&keywords=fresh+eggs&qid=1785740801&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-11
Amazon,B089C8JT7B,"Vital Farms, Egg Large Organic, 18 Count",Vital Farms,18,Large,Unknown,Unknown,true,Conventional/Unspecified,2,0,13.99,14.39,14.79,2,2,https://www.amazon.com/Vital-Farms-Large-Organic-Count/dp/B089C8JT7B/ref=sr_1_10_us_f3_0o_wf?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.9RNfehJugXSJPFLFP6RUpCSulyPf2j-e3AP3l08YvFa41126kzBHn82U9war2Fxa8Yno96k5xU4JR7w1dACTPyXHZjDKUofOK8JzeHNF4-SFdtHt1Y3cdn5khRqTW3lnh78WMIDYS-OvJkqldLiTbt25gSt0WcMaCtwMpkdZxp-ai09UXeFJX5UyNhqj2KHXai_s9pQwhx0r_0LSnvKwXcq5oyIFfvJzrVmPf-iee4U.u6K60gL9wScEStAjpufG8WkoDUDrBltsCjh8bYhRiek&dib_tag=se&keywords=fresh+eggs&qid=1785740423&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-10
Amazon,B0BHWSNH3D,"Weis Quality, Eggs Grade A Jumbo Dozen, 12 Count",Unknown,12,Jumbo,Unknown,A,false,Conventional/Unspecified,2,0,2.29,2.3449999999999998,2.4,2,2,https://www.amazon.com/Weis-Quality-Grade-Jumbo-Dozen/dp/B0BHWSNH3D/ref=sr_1_13_us_f3_0o_weis?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.rN3Jz1P1LVTyjH3epPmhlvHcgrrMoFd3qF6al_IIAKCDaKyYJSyhRt4Frd6TaJPICXpPaN9njEroELInuXyMnzW3VqVx5mIqHWVSqTFuABN2aFLgufcsLkGzZDi6q7nJc_sfRXKcz4iXwIdXbNU-lMk1uGSKStt8SO3zkic3orStSLJHR9ka16HQrnmXRv5yXjFld_WUvtth1qDQw6Llvm60yN3KkPZrjin1NzsE_ec.wexnrt8YgbPpi_ovBvDeSO4TtVaqLRqosIrtB_hyNTE&dib_tag=se&keywords=fresh+eggs&qid=1785733604&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-13
Amazon,B01ECDP5NC,Pete and Gerry's Organic Eggs 12ct Extra Large,Pete & Gerry's,12,Extra Large,Unknown,Unknown,true,Free-Range,1,0,7.59,7.59,7.59,1,1,https://www.amazon.com/Pete-Gerrys-Organic-Free-Range-Grade/dp/B01ECDP5NC/ref=sr_1_12?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.8aLx15A1zStojkdrfKsJ93I19D9MiWGSsyypuGjC8hd-1jtwyZH4jxYLRxUk1nVrYn5moWJJvX_W3xo8gH1FMVxFeIzP__gCryesm0eWVAMQ0Q_XEylOycA2-n2r6D7zXKJEGD7aaCkjSZmhUn_IIJh5dxJ3cYXOtCIH98qDYWgWypcjmZq6I5czDk8Lb3NmjbgIXpGE3KcVcab7LbdiuY-v5m5blphn7O66UbGzAfo.5woRl23tihUGqaQq0fR8JrmGb5xnmgOdT8xnlfqlO1Q&dib_tag=se&keywords=fresh+eggs&qid=1785740420&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-12
Amazon,B0BV2B5LLJ,"Weis Quality, Eggs Grade A Extra Large, 12 Count",Unknown,12,Extra Large,Brown,A,false,Conventional/Unspecified,1,0,2.17,2.17,2.17,1,1,https://www.amazon.com/Weis-Quality-Grade-Extra-Large/dp/B0BV2B5LLJ/ref=sr_1_5_us_f3_0o_weis?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.g0Qd0LNYTeKD7xL7WsuFGNN6Sw8HkTh6fI3jN3SEV8X_LpiMBLSMaxk1yd0CU0zhZR2Ni6iRfVKP5M-chCQ62T0rbjT9odyL3-eiJ_VanK_dfz77BLa20HlkWtREGvE6WyP9HC31FSiTbZ8Aig3fmDlC0vN43MOe8arLw4UHKc7_Z359sBd3UON4l_rHJz7SCa-yz8WlVabLZcWwqZRiKK5iNgs4CqutYnOYR0M-9cc.qwWUQxxwNEOnRBgEGtIQiHcENmFO1NghIuEUpZyro-0&dib_tag=se&keywords=fresh+eggs&qid=1785733618&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-5
Amazon,B0BV2GLRTM,"Weis Quality, Eggs Grade A Large Dozen, 12 Count",Unknown,12,Large,Brown,A,false,Conventional/Unspecified,1,0,1.94,1.94,1.94,1,1,https://www.amazon.com/Weis-Quality-Grade-Large-Dozen/dp/B0BV2GLRTM/ref=sr_1_16_us_f3_0o_weis?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.g0Qd0LNYTeKD7xL7WsuFGNN6Sw8HkTh6fI3jN3SEV8X_LpiMBLSMaxk1yd0CU0zhZR2Ni6iRfVKP5M-chCQ62T0rbjT9odyL3-eiJ_VanK_dfz77BLa20HlkWtREGvE6WyP9HC31FSiTbZ8Aig3fmDlC0vN43MOe8arLw4UHKc7_Z359sBd3UON4l_rHJz7SCa-yz8WlVabLZcWwqZRiKK5iNgs4CqutYnOYR0M-9cc.qwWUQxxwNEOnRBgEGtIQiHcENmFO1NghIuEUpZyro-0&dib_tag=se&keywords=fresh+eggs&qid=1785733618&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-16
Amazon,B0BV2GK1D2,"Weis Quality, Eggs Grade A Large, 18 Count, 18 Count",Unknown,18,Large,Brown,A,false,Conventional/Unspecified,1,0,2.86,2.86,2.86,1,1,https://www.amazon.com/Weis-Quality-Grade-Large-Count/dp/B0BV2GK1D2/ref=sr_1_13_us_f3_0o_weis?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.g0Qd0LNYTeKD7xL7WsuFGNN6Sw8HkTh6fI3jN3SEV8X_LpiMBLSMaxk1yd0CU0zhZR2Ni6iRfVKP5M-chCQ62T0rbjT9odyL3-eiJ_VanK_dfz77BLa20HlkWtREGvE6WyP9HC31FSiTbZ8Aig3fmDlC0vN43MOe8arLw4UHKc7_Z359sBd3UON4l_rHJz7SCa-yz8WlVabLZcWwqZRiKK5iNgs4CqutYnOYR0M-9cc.qwWUQxxwNEOnRBgEGtIQiHcENmFO1NghIuEUpZyro-0&dib_tag=se&keywords=fresh+eggs&qid=1785733618&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-13
Amazon,B07813J5WT,"Worlds Best Eggs Organic Large Grade A Eggs, 12 CT",Unknown,12,Large,Unknown,A,true,Conventional/Unspecified,1,0,8.99,8.99,8.99,1,1,https://www.amazon.com/WORLDS-BEST-EGGS-Organic-Omega/dp/B07813J5WT/ref=sr_1_15?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.BVXKpMn3DIkJE4tuQHvoQYYwKYSFDfgufGl1aeU3wJqMg3h7OcucKYLF98JUKjhmd0uVJ__AIlInihgWGRTaIvIbKxPkvAYBK7UNQKXLqhb3N0FREdHvsmtQbbS4baJDcuAHH5--tE69eghr6uX0GCxhchbMoTVOjsns997a0wlvMp8icCC8ve-z2QU6ZSVpzu_0qe91M2mp_5jsWgvtnynFhrko9Mzlt7rmGJj0VXQ.4PeuTjbjHtSR_gYKnYXwpFFqrdwQCP9jKJ7wZDWvT-8&dib_tag=se&keywords=fresh+eggs&qid=1785739268&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-15
Giant Eagle,79492051753,"Crystal Spring Large White Eggs, 12 Ct",Crystal Spring,12,Large,White,Unknown,false,Conventional/Unspecified,169,190,1.49,1.4900000000000002,1.49,190,190,https://www.gianteagle.com/search/product/00079492051753
Giant Eagle,79492051784,Crystal Spring Large Eggs,Crystal Spring,,Large,Unknown,Unknown,false,Conventional/Unspecified,165,186,0.99,0.9899999999999999,0.99,186,186,https://www.gianteagle.com/search/product/00079492051784
Giant Eagle,7.15142E+11,"Eggland's Best Classic Large White Eggs, 12 Count",Eggland's Best,12,Large,White,Unknown,false,Conventional/Unspecified,165,185,3.59,3.59,3.59,185,185,https://www.gianteagle.com/search/product/00715141503494
Giant Eagle,79492041754,Crystal Spring Large White Eggs 18Ct,Crystal Spring,18,Large,White,Unknown,false,Conventional/Unspecified,164,185,2.19,2.19,2.19,185,185,https://www.gianteagle.com/search/product/00079492041754
Giant Eagle,79492011757,Crystal Spring Jumbo White Eggs 12Ct,Crystal Spring,12,Jumbo,White,Unknown,false,Conventional/Unspecified,163,184,2.09,2.09,2.09,184,184,https://www.gianteagle.com/search/product/00079492011757
Giant Eagle,7.15141E+11,Eggland's Best 18ct Large White Eggs,Eggland's Best,18,Large,White,Unknown,false,Conventional/Unspecified,161,182,5.29,5.29,5.29,182,182,https://www.gianteagle.com/search/product/00715141113570
Giant Eagle,7.15142E+11,Eggland's Best 12ct Extra Large White Eggs,Eggland's Best,12,Extra Large,White,Unknown,false,Conventional/Unspecified,159,180,3.79,3.79,3.79,180,180,https://www.gianteagle.com/search/product/00715141729283
Giant Eagle,79492061752,Crystal Spring Large Eggs,Crystal Spring,,Large,Unknown,Unknown,false,Conventional/Unspecified,158,178,3.99,3.99,3.99,178,178,https://www.gianteagle.com/search/product/00079492061752
Giant Eagle,30034944902,"Giant Eagle Cage Free Brown Eggs, Large",Giant Eagle,,Large,Brown,Unknown,false,Cage-Free,156,175,4.29,4.29,4.29,175,175,https://www.gianteagle.com/search/product/00030034944902
Giant Eagle,7.15142E+11,Eggland's Best Organic 12ct Large Brown Eggs,Eggland's Best,12,Large,Brown,Unknown,true,Conventional/Unspecified,155,176,5.69,5.69,5.69,176,176,https://www.gianteagle.com/search/product/00715141716825
Giant Eagle,8.87422E+11,"Happy Egg Co. Eggs, Free Range, Large, Organic",Happy Egg,,Large,Unknown,Unknown,true,Free-Range,155,174,5.99,5.99,5.99,174,174,https://www.gianteagle.com/search/product/00887422000081
Giant Eagle,8.87422E+11,"Happy Egg Co. Eggs, Free Range, Large",Happy Egg,,Large,Unknown,Unknown,false,Free-Range,154,175,5.99,6.081428571428572,7.99,175,175,https://www.gianteagle.com/search/product/00887422000005
Giant Eagle,30034944896,Giant Eagle Brown Large Eggs,Giant Eagle,,Large,Brown,Unknown,false,Conventional/Unspecified,152,172,8.49,8.49,8.49,172,172,https://www.gianteagle.com/search/product/00030034944896
Giant Eagle,30034944919,Giant Eagle White Large Eggs,Giant Eagle,,Large,White,Unknown,false,Conventional/Unspecified,151,170,3.99,3.99,3.99,170,170,https://www.gianteagle.com/search/product/00030034944919
Giant Eagle,7.15142E+11,"Eggland's Best Cage Free Large Brown Eggs, 12 Count",Eggland's Best,12,Large,Brown,Unknown,false,Cage-Free,148,167,4.79,4.79,4.79,167,167,https://www.gianteagle.com/search/product/00715141514643
Giant Eagle,8.15652E+11,Pete & Gerry's Pasture Raised Eggs Large,Pete & Gerry's,12,Large,Brown,Unknown,false,Pasture-Raised,147,164,7.49,7.490000000000001,7.49,164,164,https://www.gianteagle.com/search/product/00815652002155
Giant Eagle,8.61745E+11,Vital Farms Pasture Raised Large Grade A Eggs,Vital Farms,12,Large,Unknown,A,false,Pasture-Raised,147,166,4.99,4.99,4.99,166,166,https://www.gianteagle.com/search/product/00861745000010
Giant Eagle,8.15652E+11,Nellies Nellie's Free Range Eggs,Nellie's,12,Large,Brown,Unknown,false,Free-Range,139,155,5.49,5.49,5.49,155,155,https://www.gianteagle.com/search/product/00815652004180
Giant Eagle,8.62315E+11,Vital Farms 18 ct Pasture-Raised Large Grade A Brown Eggs,Vital Farms,18,Large,Brown,A,false,Pasture-Raised,135,152,11.49,11.49,11.49,152,152,https://www.gianteagle.com/search/product/00862315000249
Giant Eagle,8.61745E+11,Vital Farms Organic Pasture-Raised Large Eggs,Vital Farms,12,Large,Unknown,Unknown,true,Pasture-Raised,131,148,10.99,10.99,10.99,148,148,https://www.gianteagle.com/search/product/00861745000027
Giant Eagle,18227983402,"Pine View Pastures Eggs, Ungraded, Brown, Open Range",Unknown,,Unknown,Brown,Ungraded,false,Pasture-Raised,16,17,4.99,4.99,4.99,17,17,https://www.gianteagle.com/search/product/00018227983402
Giant Eagle,79492051692,"Crystal Springs Cage Free Large Brown Eggs, 1 dozen",Crystal Spring,12,Large,Brown,Unknown,false,Cage-Free,15,15,3.59,3.5899999999999994,3.59,15,15,https://www.gianteagle.com/search/product/00079492051692
Giant Eagle,7.15142E+11,Eggland's Best White Cage Free Large Eggs,Eggland's Best,,Large,White,Unknown,false,Cage-Free,12,12,4.29,4.573333333333333,5.99,12,12,https://www.gianteagle.com/search/product/00715141514711
Giant Eagle,8.87422E+11,"Happy Egg Co. Eggs, Brown & Blue, Free Range, Large, Heritage",Happy Egg,,Large,Specialty/Mixed,Unknown,false,Free-Range,11,11,8.49,8.49,8.49,11,11,https://www.gianteagle.com/search/product/00887422000210
Giant Eagle,7.69603E+11,Sunny Harvest Coop Regular Large Pasture Raised Eggs,Unknown,,Large,Unknown,Unknown,false,Pasture-Raised,11,11,5.99,5.99,5.99,11,11,https://www.gianteagle.com/search/product/00769602560687
Giant Eagle,7.38677E+11,"Jubilee Hilltop Ranch Eggs, Farm Fresh Local",Unknown,,Unknown,Unknown,Unknown,false,Conventional/Unspecified,7,8,7.59,7.59,7.59,8,8,https://www.gianteagle.com/search/product/00738676697711
Giant Eagle,77438555044,Hillandale Farms White Farm Fresh Medium Eggs,Unknown,,Medium,White,Unknown,false,Conventional/Unspecified,4,4,1.39,1.39,1.39,4,4,https://www.gianteagle.com/search/product/00077438555044
Giant Eagle,7.15142E+11,Eggland's Best White Cage Free Extra Large Eggs,Eggland's Best,,Extra Large,White,Unknown,false,Cage-Free,2,2,4.39,4.39,4.39,2,2,https://www.gianteagle.com/search/product/00715141514728
Giant Eagle,30034000509,Giant Eagle Large Eggs Grade A 1 Dozen,Giant Eagle,12,Large,Unknown,A,false,Conventional/Unspecified,2,2,1.99,1.99,1.99,2,2,https://www.gianteagle.com/search/product/00030034000509
Giant Eagle,77438555020,"Hillandale Farms Extra Large White Eggs, Grade A, 1 Dozen",Unknown,12,Extra Large,White,A,false,Conventional/Unspecified,2,2,4.79,4.79,4.79,2,2,https://www.gianteagle.com/search/product/00077438555020
Giant Eagle,7.24753E+11,"Copia Farms Local, Pasture-Raised, Eggs",Unknown,,Unknown,Unknown,Unknown,false,Pasture-Raised,1,1,7.99,7.99,7.99,1,1,https://www.gianteagle.com/search/product/00724752903661
Giant Eagle,30034000523,"Giant Eagle Extra Large Eggs, Grade A, 12 Count",Giant Eagle,12,Extra Large,Unknown,A,false,Conventional/Unspecified,1,1,4.19,4.19,4.19,1,1,https://www.gianteagle.com/search/product/00030034000523
Giant Eagle,77438555228,Hillandale Farms Extra Large Eggs,Unknown,,Extra Large,Unknown,Unknown,false,Conventional/Unspecified,1,1,6.99,6.99,6.99,1,1,https://www.gianteagle.com/search/product/00077438555228
Giant Eagle,77438558113,Hillandale Farms White Cage Free Large Eggs,Unknown,,Large,White,Unknown,false,Cage-Free,1,1,5.99,5.99,5.99,1,1,https://www.gianteagle.com/search/product/00077438558113
Giant Eagle,8.60002E+11,Organic Pasture Heirloom Eggs,Unknown,,Unknown,Unknown,Unknown,true,Conventional/Unspecified,1,1,6.99,6.99,6.99,1,1,https://www.gianteagle.com/search/product/00860001819427
Giant Eagle,8.60002E+11,Outward Farms Organic Egg,Unknown,,Unknown,Unknown,Unknown,true,Conventional/Unspecified,1,1,5.99,5.99,5.99,1,1,https://www.gianteagle.com/search/product/00860001988901
Giant Eagle,33604535449,"Sauders Grade ""A"" Large Eggs",Sauder's,,Large,Unknown,Unknown,false,Conventional/Unspecified,1,1,6.89,6.89,6.89,1,1,https://www.gianteagle.com/search/product/00033604535449
Giant Eagle,7.46219E+11,Seven Sons 7S Eggs Large,Unknown,,Large,Unknown,Unknown,false,Conventional/Unspecified,1,1,7.99,7.99,7.99,1,1,https://www.gianteagle.com/search/product/00746218770006
H-E-B,1011641,"H-E-B Grade AA Cage Free Large Brown Eggs, 12 ct",H-E-B,12,Large,Brown,AA,false,Cage-Free,276,343,2.79,2.79,2.79,343,343,https://www.heb.com/product-detail/h-e-b-grade-aa-cage-free-large-brown-eggs-12-ct/1011641
H-E-B,325137,"H-E-B Grade AA Cage Free Large White Eggs, 12 ct",H-E-B,12,Large,White,AA,false,Cage-Free,274,341,3,3,3,341,341,https://www.heb.com/product-detail/h-e-b-grade-aa-cage-free-large-white-eggs-12-ct/325137
H-E-B,313762,"Hill Country Fare Grade A Large White Eggs, 12 ct",Hill Country Fare,12,Large,White,A,false,Conventional/Unspecified,274,341,1.75,1.75,1.75,341,341,https://www.heb.com/product-detail/hill-country-fare-grade-a-large-white-eggs-12-ct/313762
H-E-B,5586120,"Eggland's Best Grade A Cage Free Large White Eggs, 12 ct",Eggland'S Best,12,Large,White,A,false,Cage-Free,273,333,4.06,4.06,4.06,333,333,https://www.heb.com/product-detail/eggland-s-best-grade-a-cage-free-large-white-eggs-12-ct/5586120
H-E-B,325138,"H-E-B Grade AA Cage Free Extra Large White Eggs, 12 ct",H-E-B,12,Extra Large,White,AA,false,Cage-Free,273,338,3.32,3.3199999999999994,3.32,338,338,https://www.heb.com/product-detail/h-e-b-grade-aa-cage-free-extra-large-white-eggs-12-ct/325138
H-E-B,2177042,"H-E-B Grade AA Cage Free Large White Eggs, 18 ct",H-E-B,18,Large,White,AA,false,Cage-Free,273,340,4.5,4.5,4.5,340,340,https://www.heb.com/product-detail/h-e-b-grade-aa-cage-free-large-white-eggs-18-ct/2177042
H-E-B,313769,"Hill Country Fare Grade A Jumbo White Eggs, 12 ct",Hill Country Fare,12,Jumbo,White,A,false,Conventional/Unspecified,272,339,1.93,1.93,1.93,339,339,https://www.heb.com/product-detail/hill-country-fare-grade-a-jumbo-white-eggs-12-ct/313769
H-E-B,325140,"Hill Country Fare Grade A Large White Eggs, 18 ct",Hill Country Fare,18,Large,White,A,false,Conventional/Unspecified,272,337,2.28,2.28,2.28,337,337,https://www.heb.com/product-detail/hill-country-fare-grade-a-large-white-eggs-18-ct/325140
H-E-B,8249501,"H-E-B Grade AA Cage Free Extra Large White Eggs, 30 ct",H-E-B,30,Extra Large,White,AA,false,Cage-Free,269,333,8.3,8.3,8.3,333,333,https://www.heb.com/product-detail/h-e-b-grade-aa-cage-free-extra-large-white-eggs-30-ct/8249501
H-E-B,2090148,"H-E-B Cage Free Omega-3 Grade AA Large Brown Eggs, 12 ct",H-E-B,12,Large,Brown,AA,false,Cage-Free,268,330,3.63,3.6299999999999994,3.63,330,330,https://www.heb.com/product-detail/h-e-b-cage-free-omega-3-grade-aa-large-brown-eggs-12-ct/2090148
H-E-B,591790,"H-E-B Organics Grade A Cage-Free Large Brown Eggs, 12 ct",H-E-B Organics,12,Large,Brown,A,true,Cage-Free,266,331,4.17,4.17,4.17,331,331,https://www.heb.com/product-detail/h-e-b-organics-grade-a-cage-free-large-brown-eggs-12-ct/591790
H-E-B,8271501,"H-E-B Grade AA Cage Free Extra Large Brown Eggs, 18 ct",H-E-B,18,Extra Large,Brown,AA,false,Cage-Free,259,322,5.03,5.03,5.03,322,322,https://www.heb.com/product-detail/h-e-b-grade-aa-cage-free-extra-large-brown-eggs-18-ct/8271501
H-E-B,4038548,"H-E-B Organics Grade A Cage Free Extra Large Brown Eggs, 18 ct",H-E-B Organics,18,Extra Large,Brown,A,true,Cage-Free,252,313,7.91,7.91,7.91,313,313,https://www.heb.com/product-detail/h-e-b-organics-grade-a-cage-free-extra-large-brown-eggs-18-ct/4038548
H-E-B,1047698,"Hill Country Fare Grade A Large White Eggs, 3 Dozen, 36 ct",Hill Country Fare,36,Large,White,A,false,Conventional/Unspecified,250,309,4.54,4.54,4.54,309,309,https://www.heb.com/product-detail/hill-country-fare-grade-a-large-white-eggs-3-dozen-36-ct/1047698
H-E-B,9296015,"H-E-B Grade AA Cage Free Extra Large Brown Eggs, 30 ct",H-E-B,30,Extra Large,Brown,AA,false,Cage-Free,245,299,8.34,8.34,8.34,299,299,https://www.heb.com/product-detail/h-e-b-grade-aa-cage-free-extra-large-brown-eggs-30-ct/9296015
H-E-B,1414070,"H-E-B Organics Grade A Cage Free Jumbo Brown Eggs, 12 ct",H-E-B Organics,12,Jumbo,Brown,A,true,Cage-Free,242,303,5.27,5.27,5.27,303,303,https://www.heb.com/product-detail/h-e-b-organics-grade-a-cage-free-jumbo-brown-eggs-12-ct/1414070
H-E-B,2094312,"H-E-B Organics Grade A Omega-3 Cage-Free Large Brown Eggs, 12 ct",H-E-B Organics,12,Large,Brown,A,true,Cage-Free,232,288,5.38,5.38,5.38,288,288,https://www.heb.com/product-detail/h-e-b-organics-grade-a-omega-3-cage-free-large-brown-eggs-12-ct/2094312
H-E-B,313771,"Farmhouse Grade A Cage Free Large Brown Eggs, 12 ct",Farmhouse,12,Large,Brown,A,false,Cage-Free,231,278,3.74,3.74,3.74,278,278,https://www.heb.com/product-detail/farmhouse-grade-a-cage-free-large-brown-eggs-12-ct/313771
H-E-B,2089029,"Central Market Organic Pasture Raised No Soy Large Brown Eggs, 12 ct",Central Market,12,Large,Brown,Unknown,true,Pasture-Raised,182,219,7.75,7.75,7.75,219,219,https://www.heb.com/product-detail/central-market-organic-pasture-raised-no-soy-large-brown-eggs-12-ct/2089029
H-E-B,8446072,"Central Market Pasture-Raised Heirloom Colorful Large Grade A Eggs, 12 ct",Central Market,12,Large,Specialty/Mixed,A,false,Pasture-Raised,180,222,7.75,7.75,7.75,222,222,https://www.heb.com/product-detail/central-market-pasture-raised-heirloom-colorful-large-grade-a-eggs-12-ct/8446072
H-E-B,1779527,"Hill Country Fare Grade A Large White Eggs - Texas Size Pack, 5 Dozen, 60 ct",Hill Country Fare,60,Large,White,A,false,Conventional/Unspecified,179,214,7.49,7.49,7.49,214,214,https://www.heb.com/product-detail/hill-country-fare-grade-a-large-white-eggs-nbsp-texas-size-pack-5-dozen-60-ct/1779527
H-E-B,313768,"Hill Country Fare Grade A Medium White Eggs, 12 ct",Hill Country Fare,12,Medium,White,A,false,Conventional/Unspecified,179,201,1.49,1.49,1.49,201,201,https://www.heb.com/product-detail/hill-country-fare-grade-a-medium-white-eggs-12-ct/313768
H-E-B,2091628,"Vital Farms Pasture Raised  Large Eggs, 12 ct",Vital Farms,12,Large,Unknown,A,false,Pasture-Raised,172,208,7.83,7.83,7.83,208,208,https://www.heb.com/product-detail/vital-farms-grade-a-pasture-raised-large-eggs-12-ct/2091628
H-E-B,3388501,"4 Grain Grade A Cage Free Large Brown Eggs, 12 ct",4 Grain,12,Large,Brown,A,false,Cage-Free,170,205,4.01,4.01,4.01,205,205,https://www.heb.com/product-detail/4-grain-grade-a-cage-free-large-brown-eggs-12-ct/3388501
H-E-B,1335796,"The Country Hen Grade A Organic Cage Free Large Eggs, 6 ct",The Country Hen,6,Large,Unknown,A,true,Cage-Free,161,188,4.18,4.18,4.18,188,188,https://www.heb.com/product-detail/the-country-hen-grade-a-organic-cage-free-large-eggs-6-ct/1335796
H-E-B,392291,"Sunups Grade A Large White Eggs, 12 ct",Sunups,12,Large,White,A,false,Conventional/Unspecified,156,186,1.53,1.5299999999999998,1.53,186,186,https://www.heb.com/product-detail/sunups-grade-a-large-white-eggs-12-ct/392291
H-E-B,3386501,"Happy Egg Grade A Free Range Large Brown Eggs, 12 ct",Happy Egg,12,Large,Brown,A,false,Free-Range,143,166,6.28,6.28,6.28,166,166,https://www.heb.com/product-detail/happy-egg-grade-a-free-range-large-brown-eggs-12-ct/3386501
H-E-B,10937551,"New Barn Organic Pasture Raised Brown Eggs, 12 ct",New Barn,12,Unknown,Brown,Unknown,true,Pasture-Raised,137,163,8.06,8.06,8.06,163,163,https://www.heb.com/product-detail/new-barn-organic-pasture-raised-brown-eggs-12-ct/10937551
H-E-B,469681,"Farmhouse Grade A Cage Free Jumbo Brown Eggs, 12 ct",Farmhouse,12,Jumbo,Brown,A,false,Cage-Free,136,162,4.47,4.47,4.47,162,162,https://www.heb.com/product-detail/farmhouse-grade-a-cage-free-jumbo-brown-eggs-12-ct/469681
H-E-B,12192011,"Happy Egg Co. Heritage Free Range Grade A Large Eggs, 12 ct",Happy Egg Co.,12,Large,Unknown,A,false,Free-Range,122,137,8.38,8.38,8.38,137,137,https://www.heb.com/product-detail/happy-egg-co-heritage-free-range-grade-a-large-eggs-12-ct/12192011
H-E-B,1834716,"Vital Farms Pasture Raised Organic  Large Eggs, 12 ct",Vital Farms,12,Large,Unknown,Unknown,true,Pasture-Raised,111,123,9.96,9.96,9.96,123,123,https://www.heb.com/product-detail/vital-farms-organic-pasture-raised-large-eggs-12-ct/1834716
